Region,State,City,Main Tourist Attraction,Time needed to visit (hours),Google Review Rating,Entrance Fee (INR),Type of Attractions,DSLR Allowed,Best Time to visit,Best Time (Months),Nearest Airport,Number of Google Reviews,Dish Name,Veg or Non Veg,Type of Dish,Course,Attraction_Link,Dish_Link
North Eastern,Tripura,Dumboor,Dumboor Lake,1.0,4.5,0.0,Nature,Yes,Morning,Oct–Mar,Maharaja Bir Bikram Airport (IXA),1000,Kosoi Bwtwi,Non-Veg,Stir-fried beans and vegetables with Berma or tofu seasoned with light spices,Main Course,https://drive.google.com/uc?export=view&id=11zKpJkZF3CAwoTBwBYSthy93DPQOHBZv,https://drive.google.com/uc?export=view&id=1KN1eJioIXWiHxGEeEAWuXoMtpZPjOJgX
North Eastern,Tripura,Agartala,Ujjayanta Palace,1.5,4.5,10.0,Historical,Yes,All,Oct–Mar,Maharaja Bir Bikram Airport (IXA),3500,Mui Borok (Fermented Fish),Non Veg,Traditional,Main Course,https://drive.google.com/uc?export=view&id=1Q5S8fRJ8EksV4-AC6KVQhyZ8Y-B8wpdL,https://drive.google.com/uc?export=view&id=1TnzPcO98IpX47fbv-Ga18CWnXk071XlD
North Eastern,Tripura,Unakoti,Unakoti Rock Carvings,1.5,4.5,20.0,Historical,Yes,Morning,Oct–Mar,Maharaja Bir Bikram Airport (IXA),2500,Wahan Mosdeng,Non-Veg,Spicy salad of smoked pork onions and lemon a popular Tripuri delicacy,Snack,https://drive.google.com/uc?export=view&id=1d1776BOCi8ZxAMEUaeyI9Spa5dXc3tzn,https://drive.google.com/uc?export=view&id=1g7ulH2vqFCLYVH-2USIkFZA991Tbep8a
Central,Uttar Pradesh,Agra,Taj Mahal,2.0,4.6,50.0,Historical,Yes,Morning,Oct–Mar,Agra Airport (AGR),225000,Awadhi Biryani,Non Veg,Rice & Meat,Main Course,https://drive.google.com/uc?export=view&id=1IgOdqoHo0xYQOHQpGe7Nhoab-WNNEUtm,https://drive.google.com/uc?export=view&id=1vPZIifhKxaQKQKJ6d0yPVoyg1qwpqBQy
Central,Uttar Pradesh,Meerut,Augarnath Temple,1.0,4.8,0.0,Religious,No,All,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),4500,Ras Malai,Veg,Sweet,Dessert,https://drive.google.com/uc?export=view&id=1aY4dL6EcUpy4JjDK15ziavRLKtAFiwOw,https://drive.google.com/uc?export=view&id=18pf-V-ZZrsP0NhJ-nsKtwDc8Co5HovfV
Central,Uttar Pradesh,Noida,DLF Mall of India,2.0,4.6,0.0,Shopping,Yes,All,Oct–Mar,Indira Gandhi International Airport (DEL),150000,Imarti,Veg,Sweet,Dessert,https://drive.google.com/uc?export=view&id=1rRoAyAW8oCJD8BqbYxozqgFTxZYDXdrD,https://drive.google.com/uc?export=view&id=1O2W7EtbKAZ6j43yD3pgYdFI6P7em010e
Central,Uttar Pradesh,Aligarh,Aligarh Fort,1.0,4.1,20.0,Historical,Yes,Afternoon,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),1650,Laal Peda,Veg,Sweet,Dessert,https://drive.google.com/uc?export=view&id=1nONt_EsVYBD3m2Iz6aiMqur2TxsKZg9P,https://drive.google.com/uc?export=view&id=1a50_h4kkWScVdjL1_CljBDGmc5s-6G0-
Central,Uttar Pradesh,Noida,Okhla Bird Sanctuary,1.5,4.3,30.0,Wildlife,Yes,All,Oct–Mar,Indira Gandhi International Airport (DEL),3500,Kulfi Falooda,Veg,Dessert,Dessert,https://drive.google.com/uc?export=view&id=1j07geC4Xoqilq2-Sr6bEBfBAXy__AV6M,https://drive.google.com/uc?export=view&id=1XC11IhrFjnOo8GUgtb8XA58n6cwaoLPj
Central,Uttar Pradesh,Fatehpur Sikri,Buland Darwaza,2.0,4.4,40.0,Historical,Yes,Afternoon,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),7000,Basket Chaat,Veg,Street Snack,Snack,https://drive.google.com/uc?export=view&id=1s1XZGHdlzNphZwzHgLnTei1d0kXaoGNt,https://drive.google.com/uc?export=view&id=1fda309sfFEG9uhzyPXj11zxeOIFsQILv
Central,Uttar Pradesh,Sarnath,Dhamek Stupa,1.0,4.6,5.0,Historical,Yes,All,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),6500,Sheermal,Veg,Saffron Bread,Side,https://drive.google.com/uc?export=view&id=1zCEjbBbp9Ym-5sh2uL0SLCVn2TrP77Wv,https://drive.google.com/uc?export=view&id=1jDZsGm49ZPG9rf0_vW7TgVJu3ohT12Ob
Central,Uttar Pradesh,Jhansi,Jhansi Fort,1.5,4.4,15.0,Historical,Yes,All,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),25000,Khasta Kachori,Veg,Snack,Snack,https://drive.google.com/uc?export=view&id=1rL9BZpPsbk5SQBQehW1SpVK-W0trFp3c,https://drive.google.com/uc?export=view&id=1jPWenhY7X71ZCLYJVYHAGmGH9ZvMR7wV
Central,Uttar Pradesh,Vrindavan,Banke Bihari Temple,1.0,4.8,0.0,Religious,No,All,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),37000,Kheer,Veg,Sweet,Dessert,https://drive.google.com/uc?export=view&id=1RX9UY5LGrTzhj88cvjTxK3lcwqEZ_yXm,https://drive.google.com/uc?export=view&id=16rw_CnVrTgoKeZzdHjXXrWv_422a3s28
Central,Uttar Pradesh,Ayodhya,Ram Janmabhoomi,1.0,4.8,0.0,Religious,No,All,Oct–Mar,Maharishi Valmiki International Airport (AYJ),2500,Kachori Sabzi,Veg,Crispy lentil stuffed kachoris served with spicy potato curry a popular temple breakfast,Main Course,https://drive.google.com/uc?export=view&id=1KQXTAK1HJsCVGbHHgL2smdV8Kmg1pSfx,https://drive.google.com/uc?export=view&id=1W5pI33SChdVQdsmZnp7O4IkGi6asJk0h
Central,Uttar Pradesh,Mathura,Krishna Janmabhoomi,1.0,4.7,0.0,Religious,No,All,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),13000,Peda (Mathura),Veg,Sweet,Dessert,https://drive.google.com/uc?export=view&id=1jMqZudSYgKaZkLrV3YYTIGEoUG5EqIGr,https://drive.google.com/uc?export=view&id=1fwWTj_NIAaD8w0abDfh-MBLvaQTEtctX
Central,Uttar Pradesh,Lucknow,Bara Imambara,1.5,4.4,50.0,Historical,No,All,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),45000,Galouti Kebab,Non Veg,Meat Stew,Main Course,https://drive.google.com/uc?export=view&id=14mRO1kaMebR3BQfsv1pCn0RicyezZjOR,https://drive.google.com/uc?export=view&id=1Ou5spP2R26wjoxv2G_xrh_uiM19JxE0H
Central,Uttar Pradesh,Vrindavan,Prem Mandir,1.5,4.8,0.0,Religious,Yes,Evening,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),49000,Banarasi Paan,Veg,Digestive,After Meal,https://drive.google.com/uc?export=view&id=1cIK6bfimKMSU_TyfS70VBzI8VQQfVNm8,https://drive.google.com/uc?export=view&id=1sB-pQ7Gq7B6DTFTI5TVCrUZFm-MtDf3z
Central,Uttar Pradesh,Allahabad,Triveni Sangam,1.0,4.5,0.0,Religious,Yes,Morning,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),9000,Bedhai Jalebi,Veg,Breakfast + Sweet,Breakfast,https://drive.google.com/uc?export=view&id=17DzgClNkkCy2PC6PKragCMJEv6y12NPe,https://drive.google.com/uc?export=view&id=1kWkDm1rOK-qiEuAcsUfOJqaB2sHl6Oud
Central,Uttar Pradesh,Mathura,Nand Gaon,1.0,4.1,0.0,Cultural,Yes,Morning,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),1000,Lassi,Veg,Sweet yogurt drink topped with malai and flavored with cardamom a local favorite,Beverage,https://drive.google.com/uc?export=view&id=1yi1nl2AFzbxe9z389yvbpLSCX4eHsPVZ,https://drive.google.com/uc?export=view&id=1aj4MR3pcQFvygxTwiY0tiZIhhosJ2miM
Central,Uttar Pradesh,Mathura,Barsana Mandir,1.0,4.8,0.0,Religious,Yes,Morning,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),10000,Malpua,Veg,Sweet,Dessert,https://drive.google.com/uc?export=view&id=1RBs36fW0Y_E2jaw3s5RxcHKI86wv6Y-z,https://drive.google.com/uc?export=view&id=1mfaxDQsQU43DuRnaMpl0hugkrFi1HZ4x
North,Uttar Pradesh,Varanasi,Ghats of Varanasi (Dashashwamedh Ghat),2-3,4.6,0.0,Spiritual,Yes,Evening,Oct–Mar,Lal Bahadur Shastri International Airport (VNS),67000,Banarasi Chaat,Veg,Tangy street food made with potatoes chickpeas yogurt and chutneys,Snack,https://drive.google.com/uc?export=view&id=1Gt3VEOlmUVEqM0B8K0oD5xVXfpOkaFZ8,https://drive.google.com/uc?export=view&id=1jD1PQ76XEHJLNp3BGUatGwNzTmThkmcp
Central,Uttar Pradesh,Varanasi,Kashi Vishwanath Temple,1.0,4.7,0.0,Religious,No,All,Oct–Mar,Lal Bahadur Shastri International Airport (VNS),90000,Bedhai (Bedmi) with Aloo,Veg,Breakfast Combo,Breakfast,https://drive.google.com/uc?export=view&id=181rmTs5SLmUFG9jcV0Xcj42MdewuVsTR,https://drive.google.com/uc?export=view&id=1YduO4RAbYzGyBhUfaesztEBI-WtHfHUq
Central,Uttar Pradesh,Agra,Agra Fort,2.0,4.5,40.0,Historical,Yes,Afternoon,Oct–Mar,Agra Airport (AGR),130000,Tunday Kababi Galouti,Non Veg,Minced Kebab,Snack,https://drive.google.com/uc?export=view&id=1DDbSPNU4BGnzKHEo2sZQ0bTqKdIDmhRO,https://drive.google.com/uc?export=view&id=1MxdLkH5atWhAQc3xAU9-jls_SlgOaWQO
Central,Uttar Pradesh,Lucknow,Phoenix Palassio,2.0,4.6,0.0,Shopping,Yes,All,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),35000,Kulcha Nihari (Lucknow),Non Veg,Bread + Stew,Main Course,https://drive.google.com/uc?export=view&id=1iHLRw1uHUe4lih6AwfUAFZ2K5GQ5Yix4,https://drive.google.com/uc?export=view&id=17AOOBtJ7GNZRwG7OWsuzfq_TvojB9oDw
Central,Uttar Pradesh,Greater Noida,Buddh International Circuit,2.0,4.6,1500.0,Sports,Yes,All,Oct–Mar,Indira Gandhi International Airport (DEL),740000,Kulhad Chai,Veg,Tea,Drink,https://drive.google.com/uc?export=view&id=1lygmJ0mYrhUUAYf0RZ7vy6329gUNDSNn,https://drive.google.com/uc?export=view&id=1Z0BbDqEhIZM2aSU5cnXJgvNXut80R9pH
Central,Uttar Pradesh,Kanpur,Allen Forest Zoo,2.0,4.2,150.0,Wildlife,Yes,All,Oct–Mar,Kanpur Airport (KNU),21000,Batti Chokha (Eastern UP),Veg,Rustic Meal,Main Course,https://drive.google.com/uc?export=view&id=1Z_dJiy9U4W7ozz_1CLoRLw1fqcAHZ_S6,https://drive.google.com/uc?export=view&id=1DQ-J1g6o2Fa2ZMwvEGkhrnv6qzjYdW8Q
Central,Uttar Pradesh,Greater Noida,The Grand Venice Mall,2.0,4.2,0.0,Shopping,Yes,All,Oct–Mar,Indira Gandhi International Airport (DEL),45000,Aloo Tikki,Veg,Crispy mashed potato patties with peas and spices served with tangy chutneys,Snack,https://drive.google.com/uc?export=view&id=1EOTjg1Guka8v6pn1qyk4s5fkbXNI1OIL,https://drive.google.com/uc?export=view&id=1ZdZs2-xqLV4aCe_v1usjfMWdKDkE8bgL
Central,Uttar Pradesh,Porbandar,Kirti Mandir,1.0,4.8,0.0,Historical,Yes,Morning,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),3000,Malaiyo (Winter Varanasi),Veg,Foamy Dessert,Dessert,https://drive.google.com/uc?export=view&id=1N6LLs7jutvTnIv8bBtRmZHC7wNN5kucr,https://drive.google.com/uc?export=view&id=1O9olpdDo3nAOlcxMxvGLLPo47pg7c2QQ
North,Uttarakhand,Haridwar,Har Ki Pauri,1.0,4.5,0.0,Religious,Yes,All,Oct–Mar,Dehradun Jolly Grant Airport (DED),2500,Aloo Ke Gutke,Veg,Spiced Potato,Snack,https://drive.google.com/uc?export=view&id=17w4mQx_bgou0PzskvkU5RKj8VBPJknMU,https://drive.google.com/uc?export=view&id=1evZS4oEC3JNwKFWkp1Heu1AiRWMsXImC
North,Uttarakhand,Dehradun,Robber's Cave,1.5,4.5,25.0,Nature,Yes,Morning,Oct–Mar,Dehradun Jolly Grant Airport (DED),1000,Gahat (Kulath) Soup,Veg,Soup,Starter,https://drive.google.com/uc?export=view&id=15wJ73-XbmGDSjkErroAm_JFGFh1yvQRl,https://drive.google.com/uc?export=view&id=14h_SzfD6pz4rXpykjmrzDgM6bJh8C7Zu
North,Uttarakhand,Mussoorie,Kempty Falls,1.5,4.2,15.0,Nature,Yes,Morning,"Mar–Jun, Sep–Oct",Dehradun Jolly Grant Airport (DED),55000,Chainsoo,Veg,Black Gram Curry,Main Course,https://drive.google.com/uc?export=view&id=1KEv9f1JVNzC1N-pufNLezB2v3O0KAuO7,https://drive.google.com/uc?export=view&id=1PdWb2lcaV7NCT5wW9vPMbgBkz4be4DWc
North,Uttarakhand,Auli,Auli Ski Resort,3.0,4.5,0.0,Adventure,Yes,Morning,"Mar–Jun, Sep–Oct",Dehradun Jolly Grant Airport (DED),1000,Phaanu,Veg,Mixed Lentil Curry,Main Course,https://drive.google.com/uc?export=view&id=1q_P4wdmwwu2ChRg1czzxv8mQXx0IlPDI,https://drive.google.com/uc?export=view&id=1izV6gMsMJ9UFOztYxip7gjAkaLsrK09a
North,Uttarakhand,Badrinath,Badrinath Temple,1.0,4.8,0.0,Religious,No,All,"May–Jun, Sep–Oct",Dehradun Jolly Grant Airport (DED),28999,Singori,Veg,Sweet,Dessert,https://drive.google.com/uc?export=view&id=1Q_2n0Jh0h23OpZ3KOaaSAtEpVogG_8wv,https://drive.google.com/uc?export=view&id=1KUw-Cp4uaikgTAuZ96stfbPrmgow07zc
North,Uttarakhand,Almora,Binsar Wildlife Sanctuary,2.0,4.3,150.0,Wildlife,Yes,All,"Mar–Jun, Sep–Oct",Dehradun Jolly Grant Airport (DED),1000,Arsa,Veg,Sweet,Dessert,https://drive.google.com/uc?export=view&id=1rNg0C7Tc3k9czLM8iYdjqeopG79OdynZ,https://drive.google.com/uc?export=view&id=1NUHFsbh3YqD98lMtBflBCU78f4lYqD9a
North,Uttarakhand,Joshimath,Valley of Flowers,5.0,4.7,150.0,Nature,Yes,Morning,"Mar–Jun, Sep–Oct",Dehradun Jolly Grant Airport (DED),3500,Ras (Kumaoni),Veg,Lentil Soup,Starter,https://drive.google.com/uc?export=view&id=1DWqXMUATYQJJHB-o8ocPzQbOVDgO1X_P,https://drive.google.com/uc?export=view&id=1cxGnn8JjwaaxiQrGIjMQm4ng9AMNIv17
North,Uttarakhand,Jim Corbett,Jim Corbett National Park,3.0,4.4,100.0,Wildlife,Yes,All,"Mar–Jun, Sep–Oct",Dehradun Jolly Grant Airport (DED),30000,Bhatt ki Churkani,Veg,Black Soybean Curry,Main Course,https://drive.google.com/uc?export=view&id=12oASiv4KC-0l2rHIDyFBO9nAhcbkaajz,https://drive.google.com/uc?export=view&id=1UJxh7d1MWaM766YT5B8ZWIhd9OOom_f4
North,Uttarakhand,Uttarkashi,Gangotri Temple,1.0,4.8,0.0,Religious,No,All,"Mar–Jun, Sep–Oct",Dehradun Jolly Grant Airport (DED),5000,Garhwal Ka Fannah,Veg,Lentil Dish,Main Course,https://drive.google.com/uc?export=view&id=15ckgb-FcsI_xN4yiZDCPziujb7HpmLt9,https://drive.google.com/uc?export=view&id=1U1-ftAi6oNpe2eqzazJX_kjoqxvil9mh
North,Uttarakhand,Chopta,Tungnath Temple,2.0,4.8,0.0,Religious,No,All,"Mar–Jun, Sep–Oct",Dehradun Jolly Grant Airport (DED),9000,Bal Mithai,Veg,Sweet,Dessert,https://drive.google.com/uc?export=view&id=1KeZk40zoKYOLzfaShRmMSzipRBOBBruh,https://drive.google.com/uc?export=view&id=1nxomHVxUhVe8mSUZmmWg82hXVxJwm0BU
North,Uttarakhand,Rishikesh,Laxman Jhula,1.0,4.4,0.0,Cultural,Yes,Morning,Oct–Mar,Dehradun Jolly Grant Airport (DED),3000,Bhang ki Chutney,Veg,Chutney,Side,https://drive.google.com/uc?export=view&id=1GCwYEUuwpdeVU43LpZ6FY2Vm5LaGl-7N,https://drive.google.com/uc?export=view&id=1uV44fS9DWmMn-I2M9zu7I0p-EKmC3Iti
North,Uttarakhand,Kedarnath,Kedarnath,1.5,4.8,0.0,Religious,No,All,"May–Jun, Sep–Oct",Dehradun Jolly Grant Airport (DED),200000,Urad Ke Pakode,Veg,Fritter,Snack,https://drive.google.com/uc?export=view&id=1FkpUfX3NrXT4nD8y48JlNY2H6BYpe-uO,https://drive.google.com/uc?export=view&id=1OUoRjklTgEZ49AMRW1IlTuZ5tKgasDpX
North,Uttarakhand,Ranikhet,Chaubatia Gardens,1.0,4.0,50.0,Recreational,Yes,All,"Mar–Jun, Sep–Oct",Dehradun Jolly Grant Airport (DED),2500,Jhangora ki Kheer,Veg,Millet Pudding,Dessert,https://drive.google.com/uc?export=view&id=1pq1ivi7ALSaCmWynup1Fa3FqUhdzJCcg,https://drive.google.com/uc?export=view&id=1otVV_RcFaWlZUHlrKVrAWniwDycMZgx1
North,Uttarakhand,Nainital,Naini Lake,1.5,4.2,0.0,Nature,Yes,Morning,"Mar–Jun, Sep–Oct",Pantnagar Airport (PGH),1000,Kafuli,Veg,Spinach Curry,Main Course,https://drive.google.com/uc?export=view&id=1ci6izdUeJCChWXNW8eVb8xFe-6be1LKi,https://drive.google.com/uc?export=view&id=10T2KYScVbgThayNrzd4AMstLZ9a0Qxus
East,West Bengal,Kolkata,Kalighat Kali Temple,1.0,4.4,0.0,Religious,Yes,Morning,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),50000,Bhetki Paturi,Non Veg,Fish in Banana Leaf,Main Course,https://drive.google.com/uc?export=view&id=1gZ0Cin3_QWZnItOMJpXTzQgXeCzL73Ce,https://drive.google.com/uc?export=view&id=1LNo6ohCLljZDbT_F62jCOh60v9x2Fx5M
East,West Bengal,Kolkata,Howrah Bridge,0.5,4.6,0.0,Architectural,No,Anytime,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),120000,Shorshe Ilish,Non Veg,Hilsa in Mustard,Main Course,https://drive.google.com/uc?export=view&id=1N39oL9B6laNxGwcrg-uXI2Qorvfj1zOJ,https://drive.google.com/uc?export=view&id=1kXebi3sSLLqnEaqHk1qJOp3-0ICdZnOx
East,West Bengal,Darjeeling,Tiger Hill,1.0,4.5,0.0,Nature,Yes,All,Oct–Mar,Bagdogra Airport (IXB),2500,Rosogolla,Veg,Sweet,Dessert,https://drive.google.com/uc?export=view&id=16AK8RdD3Ea09Nn7P1I1BSRxNjFuKW0Vt,https://drive.google.com/uc?export=view&id=1OvJwlnSGQ_AQ7PhEsEyqCGM0wzZj70v4
East,West Bengal,Sundarbans,Sundarbans National Park,4.0,4.4,60.0,Wildlife,Yes,All,Nov–Feb,Netaji Subhas Chandra Bose International Airport (CCU),6500,Patishapta,Veg,Crepe Sweet,Dessert,https://drive.google.com/uc?export=view&id=1OqngXMk_IyOrG5yvQ3J3a-Z2UQOwnHc1,https://drive.google.com/uc?export=view&id=1E5ZTgN7imX-xGpBJoBoddw4ldFQahkDI
East,West Bengal,Digha,Digha Beach,1.5,4.5,0.0,Recreational,Yes,Morning,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),9000,Beguni,Veg,Brinjal Fritter,Snack,https://drive.google.com/uc?export=view&id=1j6QRxScwVlqpqJRFaluqEJ2jf5pc7dhn,https://drive.google.com/uc?export=view&id=1d_e8TDo3ZNRTa1mpSoIbYBwO6oLOgFIa
East,West Bengal,Murshidabad,Hazarduari Palace,1.5,4.5,10.0,Historical,Yes,Morning,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),18000,Mochar Ghonto,Veg,Banana Blossom Curry,Main Course,https://drive.google.com/uc?export=view&id=1sXOjf50d-FYj6oeawXVJZ1RvDoF6jZNS,https://drive.google.com/uc?export=view&id=14daBJFXNcpWd0Q45VFsOOqKUHaTTISbq
East,West Bengal,Bolpur,Kankalitala Temple,0.5,4.7,0.0,Religious,No,All,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),4500,Bok Phool Bhaja,Veg,Fried Flowers,Snack,https://drive.google.com/uc?export=view&id=1CnMhg5z7BqT1yj02M7X1qpFxsATq10r_,https://drive.google.com/uc?export=view&id=1HbClmwZqpupS-oK_DF9S2og0EJFoFMVB
East,West Bengal,Hooghly,Hangseswari Temple,0.5,4.6,0.0,Architectural,No,All,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),7000,Mishti Pulao,Veg,Sweet Rice,Main Course,https://drive.google.com/uc?export=view&id=1CbWRBD7mEB2BrONDd5foVWeut8FjXF1Y,https://drive.google.com/uc?export=view&id=1aEY4o9YDxR-BruT8Tt3pFihlcnShyJYN
East,West Bengal,Jalpaiguri,Gorumara National Park,3.0,4.4,100.0,Wildlife,Yes,All,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),7000,Daab Chingri,Non Veg,Prawn in Coconut,Main Course,https://drive.google.com/uc?export=view&id=1qHYl_m_-EsmADS67Z0w_rTVejVHFzvvy,https://drive.google.com/uc?export=view&id=1je4w2GQZ-SS2fB_2NrkJi5qdANWKJDCW
East,West Bengal,Kolkata,Victoria Memorial,1.5,4.6,30.0,Historical,Yes,Morning,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),73000,Kosha Mangsho,Non Veg,Mutton Curry,Main Course,https://drive.google.com/uc?export=view&id=1MxzRWQodcxTvF4aDIvS43waUPDiz7-Ua,https://drive.google.com/uc?export=view&id=1gSudztr49ZoGGK2zHZRzgBaNc5lYFXpk
East,West Bengal,Cooch Behar,Cooch Behar Palace,1.0,4.5,20.0,Historical,Yes,All,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),9000,Mutton Kasha,Non Veg,Mutton Curry,Main Course,https://drive.google.com/uc?export=view&id=1lGRliV0Y6VjCCNTMtqf5XIRkkgx-6ois,https://drive.google.com/uc?export=view&id=1kk2neTYn8XApp5Nhq5XfimOKbbdhuz0d
East,West Bengal,Kolkata,Marble Palace,1.0,4.4,0.0,Historical,Yes,Afternoon,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),10000,Bengali Mishti Doi,Veg,Curd Dessert,Dessert,https://drive.google.com/uc?export=view&id=1POsMPuXJR1-6bQDC3oC7Ay_Su60_BsKy,https://drive.google.com/uc?export=view&id=1i6MEN7nxC7xmyV_9csJX4wi76hOhA3Lj
East,West Bengal,Kolkata,Belur Math,1.5,4.7,0.0,Religious,Yes,Morning,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),47000,Aloo Posto,Veg,Poppy Potato,Main Course,https://drive.google.com/uc?export=view&id=1FA8zMyJqx5zTRGzCA1FizRlHUMGzZPeW,https://drive.google.com/uc?export=view&id=15kBoh74pV81WtVhbHoJKbK58G0Z2gzYk
East,West Bengal,Kolkata,Science City Kolkata,3.0,4.4,60.0,Educational,Yes,All,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),88000,Macher Jhol,Non Veg,Fish Curry,Main Course,https://drive.google.com/uc?export=view&id=1dUuLfNsXGr0wFwqZ_BmHtERXg9KUctqc,https://drive.google.com/uc?export=view&id=12-EgeYVq91lYS_YMjZ5630acpLj1B15r
East,West Bengal,Kolkata,Alipore Zoological Gardens,2.0,4.3,25.0,Wildlife,Yes,Afternoon,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),66000,Ghugni,Veg,Yellow Pea Curry,Snack,https://drive.google.com/uc?export=view&id=1gaIMTLR0CnX1K4eKQxr1IUVjaYci0V-D,https://drive.google.com/uc?export=view&id=1ynZeMCs2P2Pk2sCTLbFmwpFIy9mchTJb
East,West Bengal,Kolkata,Eden Gardens,3.0,4.1,2500.0,Sports,Yes,All,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),10000,Kathi Roll,Non Veg,Street Roll,Snack,https://drive.google.com/uc?export=view&id=142CfZacyLd1Hq73yj9VNxxZQVcKFX8LG,https://drive.google.com/uc?export=view&id=1VR6BAmrk3V_OkDofAKsQJAnfq5AsNZv5
East,West Bengal,Kolkata,Dakshineswar Kali Temple,1.0,4.7,0.0,Religious,Yes,Morning,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),82000,Alur Dom Luchi,Veg,Potato + Fried Bread,Main Course,https://drive.google.com/uc?export=view&id=1tbyJQW5J2uqCaopGYDBmGXBS243_aD8-,https://drive.google.com/uc?export=view&id=1Mbe0iy9F_xHXHcCJG1nyELldqOyXX9ZK
East,West Bengal,Kolkata,Indian Museum,2.0,4.6,50.0,Historical,Yes,Morning,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),18000,Chingri Malai Curry,Non Veg,Prawn Coconut Curry,Main Course,https://drive.google.com/uc?export=view&id=1hncZAOdNNfQ3bixO-v9lFVQ0WBu2MYkJ,https://drive.google.com/uc?export=view&id=1qMmQG5zrDCG7-QuD8Dc7b9vIov9t3jL1
East,West Bengal,Purulia,Ayodhya Hills,2.5,4.5,0.0,Nature,Yes,All,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),15000,Pabda Shorshe,Non Veg,Fish Mustard Curry,Main Course,https://drive.google.com/uc?export=view&id=1rUBluq2ZV7w6l8gvLizFj1pwglAksEAn,https://drive.google.com/uc?export=view&id=1EjY8CcPLNrCB8jZ0yhMTgRWZ_tUmuBuf
East,West Bengal,Siliguri,Jaldapara National Park,3.0,4.4,250.0,Wildlife,Yes,All,Oct–Mar,Bagdogra Airport (IXB),3500,Sandesh,Veg,Sweet,Dessert,https://drive.google.com/uc?export=view&id=16K6o-F7N7UYQPtZ8fAfmZxLSOxYgV8Ni,https://drive.google.com/uc?export=view&id=1mI-4dL4p029jDR_3Zu6c07uJMxTbUisM
